File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF025TWI	fastq	fastq		reads		ENCSR000ENS	DNase-seq DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				2	2_1	36		single-ended				698949700	John Stamatoyannopoulos, UW	d1615e38ea4bd0ac87dc5e6b70cb894e		https://www.encodeproject.org/files/ENCFF025TWI/@@download/ENCFF025TWI.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/30/1f4b2b82-2ca2-468f-92cc-450b5fc71364/ENCFF025TWI.fastq.gz	low read depth	sequencing runs labeled as technical replicates, mismatched file status		file validation error
ENCFF511IQO	fastq	fastq		reads		ENCSR000ENS	DNase-seq DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				1	1_3	36		paired-ended	2	ENCFF344QVA		11535612988	John Stamatoyannopoulos, UW	192d06ce4c2bdb87d25f290d16a842a3		https://www.encodeproject.org/files/ENCFF511IQO/@@download/ENCFF511IQO.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/30/3382a5ab-855f-44ab-a12c-3880b036b3ef/ENCFF511IQO.fastq.gz	low read depth	sequencing runs labeled as technical replicates, mismatched file status		file validation error
ENCFF344QVA	fastq	fastq		reads		ENCSR000ENS	DNase-seq DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				1	1_3	36		paired-ended	1	ENCFF511IQO		11149936790	John Stamatoyannopoulos, UW	5a45a1bbf3e8c56177a64c4b72a96c3e		https://www.encodeproject.org/files/ENCFF344QVA/@@download/ENCFF344QVA.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2016/10/30/e05132ae-951b-4008-93d4-4f4e0e7598b8/ENCFF344QVA.fastq.gz	low read depth	sequencing runs labeled as technical replicates, mismatched file status		file validation error
ENCFF493IOM	fastq	fastq		reads		ENCSR000ENS	DNase-seq DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				1	1_1	36		single-ended				548619220	John Stamatoyannopoulos, UW	0c2b1b7520f06b42aac501292e4760ed		https://www.encodeproject.org/files/ENCFF493IOM/@@download/ENCFF493IOM.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/30/c8771214-0eef-4a00-b9bf-e643172cac1b/ENCFF493IOM.fastq.gz	low read depth	sequencing runs labeled as technical replicates, mismatched file status		file validation error
ENCFF679OLZ	fastq	fastq		reads		ENCSR000ENS	DNase-seq DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				2	2_1	36		single-ended				582062850	John Stamatoyannopoulos, UW	f990d622bc938d937c68252b0798745e		https://www.encodeproject.org/files/ENCFF679OLZ/@@download/ENCFF679OLZ.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/30/2309c67a-f419-4df2-ad3b-825181877cb5/ENCFF679OLZ.fastq.gz	low read depth	sequencing runs labeled as technical replicates, mismatched file status		file validation error
ENCFF906YKA	fastq	fastq		reads		ENCSR000ENS	DNase-seq DNase-seq	CL:0002552	fibroblast of gingiva	primary cell	Homo sapiens											DNA						2011-05-04	ENCODE				1	1_1	36		single-ended				492628655	John Stamatoyannopoulos, UW	b617b7ddf51783ae833683b3c5e1487f		https://www.encodeproject.org/files/ENCFF906YKA/@@download/ENCFF906YKA.fastq.gz		Illumina Genome Analyzer II		released	s3://encode-public/2016/10/30/e0470f12-00cd-45c3-95fa-fbb9bd9ba0ff/ENCFF906YKA.fastq.gz	low read depth	sequencing runs labeled as technical replicates, mismatched file status		file validation error
ENCFF221YCW	fastq	fastq		reads		ENCSR455GUW	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF795OIM		913086943	John Stamatoyannopoulos, UW	4b30c8688e85487db950a484ae50f3d8		https://www.encodeproject.org/files/ENCFF221YCW/@@download/ENCFF221YCW.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/39745de1-eab0-4a98-92ac-6b1942792655/ENCFF221YCW.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
ENCFF408OFZ	fastq	fastq		reads		ENCSR455GUW	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF348SPK		1086377256	John Stamatoyannopoulos, UW	dc8e983a5a135b9d5d389fbaa0459d7e		https://www.encodeproject.org/files/ENCFF408OFZ/@@download/ENCFF408OFZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/3fe17bfc-ec80-4cec-8427-a6f8eb744d95/ENCFF408OFZ.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
ENCFF795OIM	fastq	fastq		reads		ENCSR455GUW	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF221YCW		1033728369	John Stamatoyannopoulos, UW	160f1ada7881c86e5c4527700f4dd20c		https://www.encodeproject.org/files/ENCFF795OIM/@@download/ENCFF795OIM.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/b7ad4591-4be8-4245-a95d-1ffbec14222d/ENCFF795OIM.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
ENCFF348SPK	fastq	fastq		reads		ENCSR455GUW	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF408OFZ		1190322944	John Stamatoyannopoulos, UW	11880caf549008935eea43223c491822		https://www.encodeproject.org/files/ENCFF348SPK/@@download/ENCFF348SPK.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/5fe9c4bb-1d39-4438-9c1b-e8fd60672062/ENCFF348SPK.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
ENCFF266RZG	fastq	fastq		reads		ENCSR060HPL	DNase-seq DNase-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF324KZE		2788680426	John Stamatoyannopoulos, UW	16855de3cfae10532c55a58c2e5869cc		https://www.encodeproject.org/files/ENCFF266RZG/@@download/ENCFF266RZG.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/b7a01021-5b79-488b-93b5-d32332afce0c/ENCFF266RZG.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF399GZQ	fastq	fastq		reads		ENCSR060HPL	DNase-seq DNase-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF174OBS		377869241	John Stamatoyannopoulos, UW	3aec6a8aee9344a5445fa24f7771efa3		https://www.encodeproject.org/files/ENCFF399GZQ/@@download/ENCFF399GZQ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/aa10606a-8d38-416b-9400-ca26ae1d7fe1/ENCFF399GZQ.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF324KZE	fastq	fastq		reads		ENCSR060HPL	DNase-seq DNase-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF266RZG		2890781441	John Stamatoyannopoulos, UW	b337e2218865b27cb47ab5bae64b97ad		https://www.encodeproject.org/files/ENCFF324KZE/@@download/ENCFF324KZE.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/c680c4eb-6d5b-4a06-bf20-ee17e7f19bd5/ENCFF324KZE.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF174OBS	fastq	fastq		reads		ENCSR060HPL	DNase-seq DNase-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF399GZQ		407499873	John Stamatoyannopoulos, UW	eda38c57c5614b6837a01776e3c4a934		https://www.encodeproject.org/files/ENCFF174OBS/@@download/ENCFF174OBS.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/2be63633-d33e-455f-a783-c04f5ac51f6c/ENCFF174OBS.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF002DZB	fastq	fastq		reads		ENCSR813CKU	DNase-seq DNase-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1	1_1	36		paired-ended	1	ENCFF002DZD		762154814	John Stamatoyannopoulos, UW	a792d21cf50065874357edc6f14ac10c	SRA:SRR5048767	https://www.encodeproject.org/files/ENCFF002DZB/@@download/ENCFF002DZB.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2014/07/04/613c0355-e928-46da-bb16-030ecf69f4b8/ENCFF002DZB.fastq.gz	low spot score	unreplicated experiment		
ENCFF002DZE	fastq	fastq		reads		ENCSR813CKU	DNase-seq DNase-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1	1_1	36		paired-ended	1	ENCFF002DZF		1128772106	John Stamatoyannopoulos, UW	328ea8d51fd70e3e95b0e34cb302e189	SRA:SRR5048768	https://www.encodeproject.org/files/ENCFF002DZE/@@download/ENCFF002DZE.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2014/07/04/4c83960a-8d35-4f88-9edc-1da6d5e2e93a/ENCFF002DZE.fastq.gz	low spot score	unreplicated experiment		
ENCFF002DZD	fastq	fastq		reads		ENCSR813CKU	DNase-seq DNase-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1	1_1	36		paired-ended	2	ENCFF002DZB		767865132	John Stamatoyannopoulos, UW	7cc3df64e90ff6f1abe834c2e8c06bc9	SRA:SRR5048767	https://www.encodeproject.org/files/ENCFF002DZD/@@download/ENCFF002DZD.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2014/07/04/a4d66f77-a471-45eb-9528-d5c8ec0f063a/ENCFF002DZD.fastq.gz	low spot score	unreplicated experiment		
ENCFF002DZF	fastq	fastq		reads		ENCSR813CKU	DNase-seq DNase-seq	UBERON:0001255	urinary bladder	tissue	Homo sapiens											DNA						2015-08-31	ENCODE				1	1_1	36		paired-ended	2	ENCFF002DZE		1148894639	John Stamatoyannopoulos, UW	d22b91a08613be6fbeb4a0f2f8116050	SRA:SRR5048768	https://www.encodeproject.org/files/ENCFF002DZF/@@download/ENCFF002DZF.fastq.gz		Illumina HiSeq 2000		released	s3://encode-public/2014/07/04/951bb69b-7ad3-4761-affe-5a13ac76b823/ENCFF002DZF.fastq.gz	low spot score	unreplicated experiment		
ENCFF000TAD	fastq	fastq		reads		ENCSR000ELA	DNase-seq DNase-seq	EFO:0005696	D721Med	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1	1_2	20		single-ended				1256706616	Gregory Crawford, Duke	1df849f37a1b4dff421a8288ac7974bd		https://www.encodeproject.org/files/ENCFF000TAD/@@download/ENCFF000TAD.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2011/01/11/01be177d-65ae-4e8b-a245-e082cd3eb276/ENCFF000TAD.fastq.gz			insufficient read length	
ENCFF000TAE	fastq	fastq		reads		ENCSR000ELA	DNase-seq DNase-seq	EFO:0005696	D721Med	cell line	Homo sapiens											DNA						2011-04-19	ENCODE				1	1_1	20		single-ended				1280294291	Gregory Crawford, Duke	aa107ce946d45ad2ec4505549290ad1b		https://www.encodeproject.org/files/ENCFF000TAE/@@download/ENCFF000TAE.fastq.gz		Illumina Genome Analyzer		released	s3://encode-public/2011/01/11/87481025-074e-4ce5-b01d-9cb05cc140f9/ENCFF000TAE.fastq.gz			insufficient read length	
ENCFF001DEG	fastq	fastq		reads		ENCSR000ENR	DNase-seq DNase-seq	EFO:0005710	HFF-Myc	cell line	Homo sapiens											DNA						2011-05-04	ENCODE				2	2_1	36		single-ended				1270790188	John Stamatoyannopoulos, UW	3dd1bfd08953d0e4bca55b8158dfd0ba		https://www.encodeproject.org/files/ENCFF001DEG/@@download/ENCFF001DEG.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2011/01/11/80ef4d9b-fd62-4a2b-a979-1c1cf1a5a1d4/ENCFF001DEG.fastq.gz	low read depth	mismatched file status		file validation error
ENCFF001DEJ	fastq	fastq		reads		ENCSR000ENR	DNase-seq DNase-seq	EFO:0005710	HFF-Myc	cell line	Homo sapiens											DNA						2011-05-04	ENCODE				1	1_1	36		single-ended				2186975490	John Stamatoyannopoulos, UW	914464f5e7dfbccb9f96419d4fb6dcd7		https://www.encodeproject.org/files/ENCFF001DEJ/@@download/ENCFF001DEJ.fastq.gz		Illumina Genome Analyzer IIx		released	s3://encode-public/2011/01/11/b79a4722-bdf8-4104-9705-156767acae54/ENCFF001DEJ.fastq.gz	low read depth	mismatched file status		file validation error
ENCFF531HJI	fastq	fastq		reads		ENCSR689DSM	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF512KTA		852872904	John Stamatoyannopoulos, UW	7934e1af28d4c33e5fbd3038c7e42807		https://www.encodeproject.org/files/ENCFF531HJI/@@download/ENCFF531HJI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/e456c841-d2d6-450f-a1db-0ba5760a7f63/ENCFF531HJI.fastq.gz		experiment not submitted to GEO		
ENCFF329FCD	fastq	fastq		reads		ENCSR689DSM	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF102YZX		5287947665	John Stamatoyannopoulos, UW	6b497852af902b79f3ea55a17d7e6d3c		https://www.encodeproject.org/files/ENCFF329FCD/@@download/ENCFF329FCD.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/47120d6f-c303-4a3a-9994-93d9b4a9d328/ENCFF329FCD.fastq.gz		experiment not submitted to GEO		
ENCFF512KTA	fastq	fastq		reads		ENCSR689DSM	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF531HJI		958200823	John Stamatoyannopoulos, UW	ceaeb495e4b87afe439de4c9ddbb6f4a		https://www.encodeproject.org/files/ENCFF512KTA/@@download/ENCFF512KTA.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/297508de-9614-49d6-b12a-046073241ca5/ENCFF512KTA.fastq.gz		experiment not submitted to GEO		
ENCFF102YZX	fastq	fastq		reads		ENCSR689DSM	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF329FCD		6003087876	John Stamatoyannopoulos, UW	225e0063c677963c372c7512905dfcf7		https://www.encodeproject.org/files/ENCFF102YZX/@@download/ENCFF102YZX.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/ae04a194-0ef0-4c16-9179-14bed7c49f33/ENCFF102YZX.fastq.gz		experiment not submitted to GEO		
ENCFF805WNF	fastq	fastq		reads		ENCSR195ONB	DNase-seq DNase-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF623QYZ		5510695569	John Stamatoyannopoulos, UW	7e7d7509f17401bcbe9a4df56f5d16c3		https://www.encodeproject.org/files/ENCFF805WNF/@@download/ENCFF805WNF.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/fd33e308-db76-4c4c-bceb-acf50628ef0e/ENCFF805WNF.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF985KWX	fastq	fastq		reads		ENCSR195ONB	DNase-seq DNase-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF028XFC		487379682	John Stamatoyannopoulos, UW	bf6d250117da89cf9e80c49b52a2d042		https://www.encodeproject.org/files/ENCFF985KWX/@@download/ENCFF985KWX.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/748206dd-6244-448b-9c22-6118bc7d9597/ENCFF985KWX.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF623QYZ	fastq	fastq		reads		ENCSR195ONB	DNase-seq DNase-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF805WNF		5902553103	John Stamatoyannopoulos, UW	0278aa5a8e286a5488a82fc243f30b79		https://www.encodeproject.org/files/ENCFF623QYZ/@@download/ENCFF623QYZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/5e312638-cf7b-44f9-9001-b838c75eab2b/ENCFF623QYZ.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF028XFC	fastq	fastq		reads		ENCSR195ONB	DNase-seq DNase-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF985KWX		546214161	John Stamatoyannopoulos, UW	7b051dbbd0fb92727982c32605b9d937		https://www.encodeproject.org/files/ENCFF028XFC/@@download/ENCFF028XFC.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/0db17b00-40d4-407e-92ec-68f28ca7ac8e/ENCFF028XFC.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF599IJZ	fastq	fastq		reads		ENCSR702DPD	DNase-seq DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF734QLA		557319540	John Stamatoyannopoulos, UW	3d17ef16e5825360f7e1c495aea5bd65		https://www.encodeproject.org/files/ENCFF599IJZ/@@download/ENCFF599IJZ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/d7218ac1-6de2-4f8c-bb68-f1035c5982fa/ENCFF599IJZ.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
ENCFF562HGS	fastq	fastq		reads		ENCSR702DPD	DNase-seq DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF787EGW		4056343338	John Stamatoyannopoulos, UW	ba4020e00c6306a578ac2e07a8499a62		https://www.encodeproject.org/files/ENCFF562HGS/@@download/ENCFF562HGS.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/f9678ba2-4727-4b1f-a151-b10c37e4bc2f/ENCFF562HGS.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
ENCFF787EGW	fastq	fastq		reads		ENCSR702DPD	DNase-seq DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF562HGS		3714838809	John Stamatoyannopoulos, UW	18ad59d5b0de989e6ab7578fea57d8cd		https://www.encodeproject.org/files/ENCFF787EGW/@@download/ENCFF787EGW.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/b2034b05-b835-4fcd-a63f-2bdc72872906/ENCFF787EGW.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
ENCFF734QLA	fastq	fastq		reads		ENCSR702DPD	DNase-seq DNase-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF599IJZ		621184765	John Stamatoyannopoulos, UW	b1d45b8aa56134603345872c066575d7		https://www.encodeproject.org/files/ENCFF734QLA/@@download/ENCFF734QLA.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/6a3c858b-502f-4a0d-956d-e6409ca570dd/ENCFF734QLA.fastq.gz	low spot score, low read depth	experiment not submitted to GEO		
