File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF537VQM	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1	1_2	76		single-ended				1286693129	Bradley Bernstein, Broad	5fea66703e50bdb1410afede12ce0287	SRA:SRR10388864	https://www.encodeproject.org/files/ENCFF537VQM/@@download/ENCFF537VQM.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/00ad121d-6728-453a-85e8-e1642d4bf16a/ENCFF537VQM.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF845LXK	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1	1_2	76		single-ended				1252386337	Bradley Bernstein, Broad	902c89c0f7424bd9e0b4a2ec46228648	SRA:SRR10388865	https://www.encodeproject.org/files/ENCFF845LXK/@@download/ENCFF845LXK.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/04/27/baa78dea-43d8-4240-9310-74501329e52b/ENCFF845LXK.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF832LFB	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_2	76		single-ended				683436823	Bradley Bernstein, Broad	435c48f6061c9807dae74348dd057058	SRA:SRR10388854	https://www.encodeproject.org/files/ENCFF832LFB/@@download/ENCFF832LFB.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/5f628757-f89e-4472-b814-7be59312eac4/ENCFF832LFB.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF055HTK	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_2	76		single-ended				688754354	Bradley Bernstein, Broad	d9c474da3507d593c7c377c89a44555b	SRA:SRR10388855	https://www.encodeproject.org/files/ENCFF055HTK/@@download/ENCFF055HTK.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/a4206523-b4a9-47e4-91de-e8ae4c5e5842/ENCFF055HTK.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF545NBT	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_2	76		single-ended				694820578	Bradley Bernstein, Broad	fe8fa9dd18d33220fb48fe3d4bfe876f	SRA:SRR10388856	https://www.encodeproject.org/files/ENCFF545NBT/@@download/ENCFF545NBT.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/2d06cb59-8682-4653-b995-684a97c2a209/ENCFF545NBT.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF990BNJ	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_2	76		single-ended				682584175	Bradley Bernstein, Broad	3658399a5717d5e5037f4a33121529e6	SRA:SRR10388857	https://www.encodeproject.org/files/ENCFF990BNJ/@@download/ENCFF990BNJ.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/08/14/7644f6b3-9c7d-4d09-ba26-cc0aedbde8a1/ENCFF990BNJ.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF061MTL	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_1	76		single-ended				158531089	Bradley Bernstein, Broad	29360301d30058d9eb0968a100d190b4	SRA:SRR10388858	https://www.encodeproject.org/files/ENCFF061MTL/@@download/ENCFF061MTL.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/06dc3494-b70e-49aa-892a-c6d4dfb0e4cf/ENCFF061MTL.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF419CCZ	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_1	76		single-ended				152710873	Bradley Bernstein, Broad	5f0f6f8de92cf39d7f86c6f0ce9ea3ef	SRA:SRR10388859	https://www.encodeproject.org/files/ENCFF419CCZ/@@download/ENCFF419CCZ.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/cdc83fe7-34b8-4a22-8958-62d875bda8f5/ENCFF419CCZ.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF989KCU	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_1	76		single-ended				153940265	Bradley Bernstein, Broad	981a5b2f14f5b034bb38a3b8b4ad13af	SRA:SRR10388860	https://www.encodeproject.org/files/ENCFF989KCU/@@download/ENCFF989KCU.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/0c387501-6df3-4b52-b693-c546d920c0ba/ENCFF989KCU.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF742JGZ	fastq	fastq		reads		ENCSR426VHO	ChIP-seq ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				2	2_1	76		single-ended				154298162	Bradley Bernstein, Broad	92f2c5a4028eea6482444f5f5f99c5e7	SRA:SRR10388861	https://www.encodeproject.org/files/ENCFF742JGZ/@@download/ENCFF742JGZ.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2019/07/29/1e66c27d-7acf-40f1-9fc9-7dad57c61f3b/ENCFF742JGZ.fastq.gz	missing controlled_by, mild to moderate bottlenecking, inconsistent platforms			
ENCFF000AKR	fastq	fastq		reads		ENCSR000AUI	ChIP-seq ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	ethanol	0.02 percent	1 hour							H3K27ac-human	DNA						2012-08-06	ENCODE				1	1_1	36		single-ended				1306663028	Bradley Bernstein, Broad	7bc17a4ce440a1fcd964807d104b8995		https://www.encodeproject.org/files/ENCFF000AKR/@@download/ENCFF000AKR.fastq.gz		Illumina HiSeq 2000	/files/ENCFF000AHV/	released	s3://encode-public/2010/11/16/21c3b3f5-d0ef-4a72-b043-309735fd9ce7/ENCFF000AKR.fastq.gz	low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF000AKS	fastq	fastq		reads		ENCSR000AUI	ChIP-seq ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	ethanol	0.02 percent	1 hour							H3K27ac-human	DNA						2012-08-06	ENCODE				2	2_1	36		single-ended				744233153	Bradley Bernstein, Broad	9132562076a5c76115b3d0978c4c0f97		https://www.encodeproject.org/files/ENCFF000AKS/@@download/ENCFF000AKS.fastq.gz		Illumina HiSeq 2000	/files/ENCFF000AHM/	released	s3://encode-public/2010/11/16/497b2058-e985-4785-a138-6f20a4204603/ENCFF000AKS.fastq.gz	low read depth, low read length, mild to moderate bottlenecking	biological replicates with identical biosample		
ENCFF000CNF	fastq	fastq		reads		ENCSR000ALK	ChIP-seq ChIP-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				3	3_1	36		single-ended				204651685	Bradley Bernstein, Broad	8510513aabbaa0ad88864be6d63b0337		https://www.encodeproject.org/files/ENCFF000CNF/@@download/ENCFF000CNF.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000CMD/	archived	s3://encode-public/2010/11/16/b7e4d280-2c9d-405c-a8fc-0240599e7d44/ENCFF000CNF.fastq.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF000CNL	fastq	fastq		reads		ENCSR000ALK	ChIP-seq ChIP-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2	2_1	36		single-ended				411204367	Bradley Bernstein, Broad	197ca1a8c3702551d8fd384272f1784e		https://www.encodeproject.org/files/ENCFF000CNL/@@download/ENCFF000CNL.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000CMD/	released	s3://encode-public/2010/11/16/30e9886d-0727-4a6d-b639-d8cc3caf3ddc/ENCFF000CNL.fastq.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF000CNN	fastq	fastq		reads		ENCSR000ALK	ChIP-seq ChIP-seq	CL:0000312	keratinocyte	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1	1_1	36		single-ended				1140565152	Bradley Bernstein, Broad	eace9922f5eaad875f32135e619fa6fc		https://www.encodeproject.org/files/ENCFF000CNN/@@download/ENCFF000CNN.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000CMD/	released	s3://encode-public/2010/11/16/f845132a-fe86-4ca6-bee4-da1652a7bff6/ENCFF000CNN.fastq.gz	low read length		control insufficient read depth, insufficient read depth	
ENCFF941GCO	fastq	fastq		reads		ENCSR189JIH	ChIP-seq ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				1	1_1	76		single-ended				1304718039	Bradley Bernstein, Broad	39f729fb4529cd554de3502bf02b8e64	SRA:SRR10837574	https://www.encodeproject.org/files/ENCFF941GCO/@@download/ENCFF941GCO.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2018/04/26/51c67d00-575b-4b05-9fde-a6c18a7bc67b/ENCFF941GCO.fastq.gz	missing controlled_by			
ENCFF631MUY	fastq	fastq		reads		ENCSR189JIH	ChIP-seq ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				1	1_1	76		single-ended				1270591097	Bradley Bernstein, Broad	c7a5d3fdf134fc7d19ed4bf40833c67f	SRA:SRR10837575	https://www.encodeproject.org/files/ENCFF631MUY/@@download/ENCFF631MUY.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2018/04/26/6540509d-1415-4843-93c7-68ee668f61e3/ENCFF631MUY.fastq.gz	missing controlled_by			
ENCFF250ZFX	fastq	fastq		reads		ENCSR189JIH	ChIP-seq ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				1	1_2	76		single-ended				375850267	Bradley Bernstein, Broad	69e3ae076105f7460219a4747b9c2617	SRA:SRR10837576	https://www.encodeproject.org/files/ENCFF250ZFX/@@download/ENCFF250ZFX.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2018/10/31/e9cd77f9-45e8-4d36-ba12-08d1a4815b5a/ENCFF250ZFX.fastq.gz	missing controlled_by			
ENCFF534QUU	fastq	fastq		reads		ENCSR189JIH	ChIP-seq ChIP-seq	UBERON:0000995	uterus	tissue	Homo sapiens										H3K27ac-human	DNA						2018-12-11	ENCODE				1	1_2	76		single-ended				377172673	Bradley Bernstein, Broad	79043be165a0e6a2999aba4b06e4b7c6	SRA:SRR10837577	https://www.encodeproject.org/files/ENCFF534QUU/@@download/ENCFF534QUU.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2018/10/31/7aebf7e7-2110-494f-a4dd-4c993bf3b502/ENCFF534QUU.fastq.gz	missing controlled_by			
ENCFF000BRV	fastq	fastq		reads		ENCSR000ALB	ChIP-seq ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				3	3_1	36		single-ended				83558921	Bradley Bernstein, Broad	59ba3703acb09daea2020e4dc5873f9a		https://www.encodeproject.org/files/ENCFF000BRV/@@download/ENCFF000BRV.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000BQS/	archived	s3://encode-public/2010/11/16/50d055ec-63ec-4f0b-a57a-dff9fc032220/ENCFF000BRV.fastq.gz	low read length, control low read depth, mild to moderate bottlenecking, low read depth	biological replicates with identical biosample	insufficient read depth	
ENCFF000BSD	fastq	fastq		reads		ENCSR000ALB	ChIP-seq ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2	2_1	36		single-ended				705264924	Bradley Bernstein, Broad	63a4482c1eafbd4450a8431c069978be		https://www.encodeproject.org/files/ENCFF000BSD/@@download/ENCFF000BSD.fastq.gz		Illumina Genome Analyzer II	/files/ENCFF000BQW/	released	s3://encode-public/2010/11/16/ac8fb2e8-7d61-4249-82b2-c59815de6aa0/ENCFF000BSD.fastq.gz	low read length, control low read depth, mild to moderate bottlenecking, low read depth	biological replicates with identical biosample	insufficient read depth	
ENCFF000BSI	fastq	fastq		reads		ENCSR000ALB	ChIP-seq ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1	1_1	36		single-ended				993071225	Bradley Bernstein, Broad	18672cec80497f7a4ca83fa4f1a0c404		https://www.encodeproject.org/files/ENCFF000BSI/@@download/ENCFF000BSI.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000BQV/	released	s3://encode-public/2010/11/16/5735fb2c-88f0-43b0-9de9-9c63a178b236/ENCFF000BSI.fastq.gz	low read length, control low read depth, mild to moderate bottlenecking, low read depth	biological replicates with identical biosample	insufficient read depth	
ENCFF000ASP	fastq	fastq		reads		ENCSR000AKC	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				2	2_1	51		single-ended				464509823	Bradley Bernstein, Broad	4eee99ddced4d5e551ed8f8233a41d1f		https://www.encodeproject.org/files/ENCFF000ASP/@@download/ENCFF000ASP.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000ARO/	released	s3://encode-public/2010/11/16/6f48f2c8-6d00-44b6-8e9b-53df69929aab/ENCFF000ASP.fastq.gz	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF000ASU	fastq	fastq		reads		ENCSR000AKC	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										H3K27ac-human	DNA						2011-02-10	ENCODE				1	1_1	51		single-ended				1371825809	Bradley Bernstein, Broad	7e38053516168dbfb19459a18ab8ed49		https://www.encodeproject.org/files/ENCFF000ASU/@@download/ENCFF000ASU.fastq.gz		Illumina Genome Analyzer IIe	/files/ENCFF000ARK/	released	s3://encode-public/2010/11/16/8908aeb6-bf84-40df-ad62-0a8b37b27367/ENCFF000ASU.fastq.gz	control low read depth		control insufficient read depth, insufficient read depth	
ENCFF000AQH	fastq	fastq		reads		ENCSR000AQW	ChIP-seq ChIP-seq	EFO:0007074	DND-41	cell line	Homo sapiens										H3K27ac-human	DNA						2012-03-06	ENCODE				2	2_1	36		single-ended				1810097352	Bradley Bernstein, Broad	693747cf1dd8d3a6a8309f1e7176cbe1		https://www.encodeproject.org/files/ENCFF000AQH/@@download/ENCFF000AQH.fastq.gz		Illumina HiSeq 2000	/files/ENCFF000AOF/	released	s3://encode-public/2010/11/16/83519b01-daec-4f23-bcf8-884e6486af35/ENCFF000AQH.fastq.gz	low read length, inconsistent platforms			
ENCFF000AQI	fastq	fastq		reads		ENCSR000AQW	ChIP-seq ChIP-seq	EFO:0007074	DND-41	cell line	Homo sapiens										H3K27ac-human	DNA						2012-03-06	ENCODE				1	1_1	36		single-ended				1422573234	Bradley Bernstein, Broad	207f27ada224e8fd55cd4ba71dcd9908		https://www.encodeproject.org/files/ENCFF000AQI/@@download/ENCFF000AQI.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000AOG/	released	s3://encode-public/2010/11/16/d627b55b-4c57-47e3-855d-ac142dacabe1/ENCFF000AQI.fastq.gz	low read length, inconsistent platforms			
ENCFF092JSR	fastq	fastq		reads		ENCSR891BTJ	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1	1_1	76		single-ended				651408688	Bradley Bernstein, Broad	262f87611e4979195153bbda98697c1f	SRA:SRR10388830	https://www.encodeproject.org/files/ENCFF092JSR/@@download/ENCFF092JSR.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/07/29/f39a9e79-c65c-418f-9ee5-8a39e6e8c6ea/ENCFF092JSR.fastq.gz	missing controlled_by			
ENCFF519ETK	fastq	fastq		reads		ENCSR891BTJ	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1	1_1	76		single-ended				621655501	Bradley Bernstein, Broad	d84e0465778afdabe3362b90c18e1532	SRA:SRR10388831	https://www.encodeproject.org/files/ENCFF519ETK/@@download/ENCFF519ETK.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/07/29/e242cd21-48f2-4cbb-a2d8-7a74ae6ad503/ENCFF519ETK.fastq.gz	missing controlled_by			
ENCFF420HES	fastq	fastq		reads		ENCSR891BTJ	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1	1_2	76		single-ended				404770329	Bradley Bernstein, Broad	8adddc7a400f28ef13875bf83cf6187c	SRA:SRR10388828	https://www.encodeproject.org/files/ENCFF420HES/@@download/ENCFF420HES.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/07/29/ce4558c5-8334-4c51-953f-0e4aa9b02a65/ENCFF420HES.fastq.gz	missing controlled_by			
ENCFF437TKR	fastq	fastq		reads		ENCSR891BTJ	ChIP-seq ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens										H3K27ac-human	DNA						2019-09-11	ENCODE				1	1_2	76		single-ended				385137804	Bradley Bernstein, Broad	ea62991986a98feed10c7109420108e5	SRA:SRR10388829	https://www.encodeproject.org/files/ENCFF437TKR/@@download/ENCFF437TKR.fastq.gz		Illumina HiSeq 2500		released	s3://encode-public/2019/07/29/9036d3df-4f75-4fb4-b4d3-abf2f2a32566/ENCFF437TKR.fastq.gz	missing controlled_by			
ENCFF763WUN	fastq	fastq		reads		ENCSR769FOC	ChIP-seq ChIP-seq	EFO:0002847	PC-9	cell line	Homo sapiens										H3K27ac-human	DNA						2016-05-06	ENCODE				1	1_1	76		paired-ended	1	ENCFF658IDE		2586842743	Bradley Bernstein, Broad	11677137ce95b647c4f7022cc6349823	SRA:SRR5339285	https://www.encodeproject.org/files/ENCFF763WUN/@@download/ENCFF763WUN.fastq.gz		Illumina HiSeq 2000	/files/ENCFF163PYU/, /files/ENCFF522PVI/, /files/ENCFF639RMG/, /files/ENCFF716YLE/	released	s3://encode-public/2015/12/11/31d905e4-025e-4976-8cc5-484aadbb933f/ENCFF763WUN.fastq.gz	mixed run types			
