File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF112YGS	fastq	fastq		reads		ENCSR783OCW	DNase-seq DNase-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1	36		paired-ended	2	ENCFF429JTA		305398358	John Stamatoyannopoulos, UW	792bdfcd26c1c386c9c6dce7914a7d49	SRA:SRR10388702	https://www.encodeproject.org/files/ENCFF112YGS/@@download/ENCFF112YGS.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2017/01/30/f1fe323f-79ec-49a7-9b77-aead43edf537/ENCFF112YGS.fastq.gz	low spot score			
ENCFF899WML	fastq	fastq		reads		ENCSR783OCW	DNase-seq DNase-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1	36		paired-ended	2	ENCFF369GXC		954438726	John Stamatoyannopoulos, UW	c3cccb229ab14ae1c80ccaa252e18b09	SRA:SRR10388701	https://www.encodeproject.org/files/ENCFF899WML/@@download/ENCFF899WML.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/b5a5aa08-ec83-4032-abfa-d5481059900f/ENCFF899WML.fastq.gz	low spot score			
ENCFF235UXY	fastq	fastq		reads		ENCSR562FNN	DNase-seq DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	1	ENCFF042QYZ		3890478888	John Stamatoyannopoulos, UW	c9e78c7f39868d6dc918ccc6a1767c57		https://www.encodeproject.org/files/ENCFF235UXY/@@download/ENCFF235UXY.fastq.gz		Illumina HiSeq 4000		archived	s3://encode-public/2017/08/18/88d5b4ab-350c-49ea-b622-0a70c5aad6e6/ENCFF235UXY.fastq.gz	low spot score	mismatched file status, experiment not submitted to GEO		file validation error
ENCFF593AIN	fastq	fastq		reads		ENCSR562FNN	DNase-seq DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1	36		paired-ended	2	ENCFF727HFJ		2887865757	John Stamatoyannopoulos, UW	141106d7be7dbc4e3b0b89d1b955f983		https://www.encodeproject.org/files/ENCFF593AIN/@@download/ENCFF593AIN.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/08/18/6f62a035-cbe3-4a85-a6c0-069127d330a2/ENCFF593AIN.fastq.gz	low spot score	mismatched file status, experiment not submitted to GEO		file validation error
ENCFF493DWK	fastq	fastq		reads		ENCSR562FNN	DNase-seq DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	2	ENCFF328TPS		243729154	John Stamatoyannopoulos, UW	25715d105ff64a0eaea594b3640d2a7d		https://www.encodeproject.org/files/ENCFF493DWK/@@download/ENCFF493DWK.fastq.gz		Illumina HiSeq 4000		archived	s3://encode-public/2017/08/18/7f71cc3d-81dc-4a2d-82ae-e67ae4229432/ENCFF493DWK.fastq.gz	low spot score	mismatched file status, experiment not submitted to GEO		file validation error
ENCFF042QYZ	fastq	fastq		reads		ENCSR562FNN	DNase-seq DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	2	ENCFF235UXY		4043521577	John Stamatoyannopoulos, UW	49c341e53524df52b0cef535597b1574		https://www.encodeproject.org/files/ENCFF042QYZ/@@download/ENCFF042QYZ.fastq.gz		Illumina HiSeq 4000		archived	s3://encode-public/2017/08/18/ce19916a-2680-40b6-8277-b0ca417cac27/ENCFF042QYZ.fastq.gz	low spot score	mismatched file status, experiment not submitted to GEO		file validation error
ENCFF727HFJ	fastq	fastq		reads		ENCSR562FNN	DNase-seq DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1	36		paired-ended	1	ENCFF593AIN		2672652060	John Stamatoyannopoulos, UW	2f34a3773c73917488fd2813a967c1ae		https://www.encodeproject.org/files/ENCFF727HFJ/@@download/ENCFF727HFJ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/08/18/7bdda79c-6169-4975-a7b4-059c6d3dcc64/ENCFF727HFJ.fastq.gz	low spot score	mismatched file status, experiment not submitted to GEO		file validation error
ENCFF328TPS	fastq	fastq		reads		ENCSR562FNN	DNase-seq DNase-seq	UBERON:0002107	liver	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	1	ENCFF493DWK		225559267	John Stamatoyannopoulos, UW	f3eef67cbda8902c0c7c99e4194f0bf3		https://www.encodeproject.org/files/ENCFF328TPS/@@download/ENCFF328TPS.fastq.gz		Illumina HiSeq 4000		archived	s3://encode-public/2017/08/18/00ebe70b-92ff-464b-b2ee-3f1c9f559cab/ENCFF328TPS.fastq.gz	low spot score	mismatched file status, experiment not submitted to GEO		file validation error
ENCFF318KVK	fastq	fastq		reads		ENCSR401ESD	DNase-seq DNase-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF898YFD		302555905	John Stamatoyannopoulos, UW	6da14927b22148145e7f6768e03975fb		https://www.encodeproject.org/files/ENCFF318KVK/@@download/ENCFF318KVK.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2017/01/02/e3427fbe-f85e-42e6-8051-183dad8e3d03/ENCFF318KVK.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF203LXQ	fastq	fastq		reads		ENCSR401ESD	DNase-seq DNase-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF190OLW		3778033465	John Stamatoyannopoulos, UW	f77737b73cc31217c14e133248b9bc08		https://www.encodeproject.org/files/ENCFF203LXQ/@@download/ENCFF203LXQ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/02/a587c32a-814c-48ce-b7ac-18dbdddd0ef4/ENCFF203LXQ.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF190OLW	fastq	fastq		reads		ENCSR401ESD	DNase-seq DNase-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF203LXQ		3801644675	John Stamatoyannopoulos, UW	a4dedd82404cc2a4e03a6270c2360280		https://www.encodeproject.org/files/ENCFF190OLW/@@download/ENCFF190OLW.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/02/3b641aa0-8502-4d3c-8146-8ac4fc816ead/ENCFF190OLW.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF898YFD	fastq	fastq		reads		ENCSR401ESD	DNase-seq DNase-seq	UBERON:0001323	tibial nerve	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF318KVK		307606674	John Stamatoyannopoulos, UW	9e6094011888bb79f0543124c4f3975e		https://www.encodeproject.org/files/ENCFF898YFD/@@download/ENCFF898YFD.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2017/01/02/a255129a-b058-4042-a73d-84aae1961e8a/ENCFF898YFD.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF707JMV	fastq	fastq		reads		ENCSR978QUT	DNase-seq DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens											DNA						2017-11-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF720UVP		264365403	John Stamatoyannopoulos, UW	c5564922686e3be8d1e1c9bb2f5ebc79		https://www.encodeproject.org/files/ENCFF707JMV/@@download/ENCFF707JMV.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/01/1ffa53ac-48b9-445f-9e49-bce30e18920b/ENCFF707JMV.fastq.gz		experiment not submitted to GEO		extremely low spot score
ENCFF720UVP	fastq	fastq		reads		ENCSR978QUT	DNase-seq DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens											DNA						2017-11-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF707JMV		289138783	John Stamatoyannopoulos, UW	c6c847af87738f70c052b14146300df6		https://www.encodeproject.org/files/ENCFF720UVP/@@download/ENCFF720UVP.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/01/4a6334e0-e128-4c5f-b709-08c855e7181b/ENCFF720UVP.fastq.gz		experiment not submitted to GEO		extremely low spot score
ENCFF552IRG	fastq	fastq		reads		ENCSR978QUT	DNase-seq DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens											DNA						2017-11-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF155ZVD		2984562661	John Stamatoyannopoulos, UW	36876b88b8036192ed8a3cd695d194df		https://www.encodeproject.org/files/ENCFF552IRG/@@download/ENCFF552IRG.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/01/25efbec6-4d2a-4eeb-b18c-a90f769ab356/ENCFF552IRG.fastq.gz		experiment not submitted to GEO		extremely low spot score
ENCFF155ZVD	fastq	fastq		reads		ENCSR978QUT	DNase-seq DNase-seq	UBERON:0000473	testis	tissue	Homo sapiens											DNA						2017-11-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF552IRG		3015076525	John Stamatoyannopoulos, UW	9b33067e241bb89ed0bf35192f3aad8a		https://www.encodeproject.org/files/ENCFF155ZVD/@@download/ENCFF155ZVD.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/01/14c4cbaf-9b42-4407-a2d1-03307f426d2e/ENCFF155ZVD.fastq.gz		experiment not submitted to GEO		extremely low spot score
ENCFF278OPI	fastq	fastq		reads		ENCSR954AJK	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1	36		paired-ended	1	ENCFF024STG		2338780453	John Stamatoyannopoulos, UW	165211765471b8696380c43a190570c0	SRA:SRR10388912	https://www.encodeproject.org/files/ENCFF278OPI/@@download/ENCFF278OPI.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/01/8f6a7a0d-0242-4460-954d-d1a9fcbba578/ENCFF278OPI.fastq.gz				
ENCFF367RJC	fastq	fastq		reads		ENCSR954AJK	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1	36		paired-ended	1	ENCFF953CJL		595705944	John Stamatoyannopoulos, UW	b0e67f9a5ad411315553bccf536a2f16	SRA:SRR10388913	https://www.encodeproject.org/files/ENCFF367RJC/@@download/ENCFF367RJC.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2017/01/01/b5907c86-f931-4be5-bd0d-ed0c0fbbb7a6/ENCFF367RJC.fastq.gz				
ENCFF024STG	fastq	fastq		reads		ENCSR954AJK	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1	36		paired-ended	2	ENCFF278OPI		2399808629	John Stamatoyannopoulos, UW	2bdf1682bf08be9b9d2b301e53c7a916	SRA:SRR10388912	https://www.encodeproject.org/files/ENCFF024STG/@@download/ENCFF024STG.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/01/0561c3f4-76f7-41ea-8526-9bd5c36b986c/ENCFF024STG.fastq.gz				
ENCFF953CJL	fastq	fastq		reads		ENCSR954AJK	DNase-seq DNase-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens											DNA						2017-10-02	ENCODE				1	1_1	36		paired-ended	2	ENCFF367RJC		608582285	John Stamatoyannopoulos, UW	f67fac1a202b8e9750483e0c273e29f5	SRA:SRR10388913	https://www.encodeproject.org/files/ENCFF953CJL/@@download/ENCFF953CJL.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2017/01/01/adcd1114-47c9-4326-ab95-ef534636c3f5/ENCFF953CJL.fastq.gz				
ENCFF255JSR	fastq	fastq		reads		ENCSR276ITP	DNase-seq DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF270DKA		847674105	John Stamatoyannopoulos, UW	6732d049bc09bdd7cb141bdd1936c52f		https://www.encodeproject.org/files/ENCFF255JSR/@@download/ENCFF255JSR.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/3cb51f56-7d64-43b6-84ea-cc482b6b7323/ENCFF255JSR.fastq.gz		experiment not submitted to GEO		
ENCFF270DKA	fastq	fastq		reads		ENCSR276ITP	DNase-seq DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF255JSR		958523021	John Stamatoyannopoulos, UW	b012887e58a50db063dd5175c08ab328		https://www.encodeproject.org/files/ENCFF270DKA/@@download/ENCFF270DKA.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/89057924-0475-4a3e-9989-8ee3cd4754fb/ENCFF270DKA.fastq.gz		experiment not submitted to GEO		
ENCFF059PYS	fastq	fastq		reads		ENCSR276ITP	DNase-seq DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	1	ENCFF683OIU		5235510308	John Stamatoyannopoulos, UW	51543698c22da86c483ac17a93c3d251		https://www.encodeproject.org/files/ENCFF059PYS/@@download/ENCFF059PYS.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/19c00c70-65de-498e-b42a-755ba01a4972/ENCFF059PYS.fastq.gz		experiment not submitted to GEO		
ENCFF683OIU	fastq	fastq		reads		ENCSR276ITP	DNase-seq DNase-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens											DNA						2019-11-08	ENCODE				1	1_1	76		paired-ended	2	ENCFF059PYS		5844879428	John Stamatoyannopoulos, UW	2034f5bf1fc1e36e159104c7ce27c915		https://www.encodeproject.org/files/ENCFF683OIU/@@download/ENCFF683OIU.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2019/07/31/b261dd78-7b79-4116-8c6b-418566ee84f0/ENCFF683OIU.fastq.gz		experiment not submitted to GEO		
ENCFF402BOK	fastq	fastq		reads		ENCSR070CMW	DNase-seq DNase-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF499WGN		3948381854	John Stamatoyannopoulos, UW	9cecec0e8271731d8e5f38b87ec3d9b9		https://www.encodeproject.org/files/ENCFF402BOK/@@download/ENCFF402BOK.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/a9302135-7cad-4b02-ae03-b660da89de11/ENCFF402BOK.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF305QSJ	fastq	fastq		reads		ENCSR070CMW	DNase-seq DNase-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	1	ENCFF458NEX		299365802	John Stamatoyannopoulos, UW	1462ecf2e419f73c80f546f8ac08eaa0		https://www.encodeproject.org/files/ENCFF305QSJ/@@download/ENCFF305QSJ.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/0b0f1d4b-50d7-4e20-a7f8-c3c2b441b067/ENCFF305QSJ.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF458NEX	fastq	fastq		reads		ENCSR070CMW	DNase-seq DNase-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF305QSJ		332034587	John Stamatoyannopoulos, UW	ced73bdfd0258a9094706a79560b1623		https://www.encodeproject.org/files/ENCFF458NEX/@@download/ENCFF458NEX.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/ed5227d4-b6fc-48c1-9993-39240de9f557/ENCFF458NEX.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF499WGN	fastq	fastq		reads		ENCSR070CMW	DNase-seq DNase-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens											DNA						2017-10-01	ENCODE				1	1_1	36		paired-ended	2	ENCFF402BOK		4067091522	John Stamatoyannopoulos, UW	60a810c09c295b84001745aff1db74ad		https://www.encodeproject.org/files/ENCFF499WGN/@@download/ENCFF499WGN.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/01/30/9989724b-f038-4a98-b253-478d2ee26ba8/ENCFF499WGN.fastq.gz	low spot score	experiment not submitted to GEO		
ENCFF217ROL	fastq	fastq		reads		ENCSR873ANE	DNase-seq DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	2	ENCFF894NEH		2972035917	John Stamatoyannopoulos, UW	59b4f953255dddddcfaca4a7b2349468		https://www.encodeproject.org/files/ENCFF217ROL/@@download/ENCFF217ROL.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/08/18/a48818da-b1ae-4bce-9fd7-6a385f5dba9a/ENCFF217ROL.fastq.gz		mismatched file status, experiment not submitted to GEO		file validation error
ENCFF894NEH	fastq	fastq		reads		ENCSR873ANE	DNase-seq DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	1	ENCFF217ROL		2873439358	John Stamatoyannopoulos, UW	fecd38136bbaf66e5f784e532b08d99f		https://www.encodeproject.org/files/ENCFF894NEH/@@download/ENCFF894NEH.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/08/18/85552468-751e-4895-8614-f3058c26beb0/ENCFF894NEH.fastq.gz		mismatched file status, experiment not submitted to GEO		file validation error
ENCFF489SPU	fastq	fastq		reads		ENCSR873ANE	DNase-seq DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	2	ENCFF662VEL		276968130	John Stamatoyannopoulos, UW	974778013ad761c73a5a6d5b2c83c4ab		https://www.encodeproject.org/files/ENCFF489SPU/@@download/ENCFF489SPU.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2017/08/18/679bdaa5-1795-47ed-b66f-491b5b59c413/ENCFF489SPU.fastq.gz		mismatched file status, experiment not submitted to GEO		file validation error
ENCFF662VEL	fastq	fastq		reads		ENCSR873ANE	DNase-seq DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				1	1_1	36		paired-ended	1	ENCFF489SPU		268983520	John Stamatoyannopoulos, UW	794956d95091512af57528064a080fe6		https://www.encodeproject.org/files/ENCFF662VEL/@@download/ENCFF662VEL.fastq.gz		Illumina NextSeq 500		released	s3://encode-public/2017/08/18/fc3c2203-1444-4a00-8a2d-4e34deafe7e1/ENCFF662VEL.fastq.gz		mismatched file status, experiment not submitted to GEO		file validation error
ENCFF527RUD	fastq	fastq		reads		ENCSR873ANE	DNase-seq DNase-seq	UBERON:0002113	kidney	tissue	Homo sapiens											DNA						2017-12-13	ENCODE				2	2_1	36		paired-ended	2	ENCFF006ELC		2550289141	John Stamatoyannopoulos, UW	427495fb868bf102f9b5323c630c498e		https://www.encodeproject.org/files/ENCFF527RUD/@@download/ENCFF527RUD.fastq.gz		Illumina HiSeq 4000		released	s3://encode-public/2017/08/18/ef6da93b-896a-4ffe-b6d7-6231f694b2fb/ENCFF527RUD.fastq.gz		mismatched file status, experiment not submitted to GEO		file validation error
