Assay_Accessibility	Assay_H3K27ac	Audit ERROR_Accessibility	Audit ERROR_H3K27ac	Audit INTERNAL_ACTION_Accessibility	Audit INTERNAL_ACTION_H3K27ac	Audit NOT_COMPLIANT_Accessibility	Audit NOT_COMPLIANT_H3K27ac	Audit WARNING_Accessibility	Audit WARNING_H3K27ac	Biological replicate(s)_Accessibility	Biological replicate(s)_H3K27ac	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Biosample genetic modifications methods	Biosample genetic modifications site coordinates_Accessibility	Biosample genetic modifications site coordinates_H3K27ac	Biosample genetic modifications targets	Biosample genetic modifications zygosity_Accessibility	Biosample genetic modifications zygosity_H3K27ac	Biosample organism	Biosample term id_Accessibility	Biosample term id_H3K27ac	Biosample term name	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample type_Accessibility	Biosample type_H3K27ac	Controlled by_Accessibility	Controlled by_H3K27ac	Derived from_Accessibility	Derived from_H3K27ac	Experiment accession_Accessibility	Experiment accession_H3K27ac	Experiment date released_Accessibility	Experiment date released_H3K27ac	Experiment target_Accessibility	Experiment target_H3K27ac	File Status_Accessibility	File Status_H3K27ac	File accession_Accessibility	File accession_H3K27ac	File assembly	File download URL_Accessibility	File download URL_H3K27ac	File format	File format type_Accessibility	File format type_H3K27ac	File type	Genome annotation	Lab_Accessibility	Lab_H3K27ac	Library crosslinking method_Accessibility	Library crosslinking method_H3K27ac	Library depleted in_Accessibility	Library depleted in_H3K27ac	Library extraction method_Accessibility	Library extraction method_H3K27ac	Library fragmentation method_Accessibility	Library fragmentation method_H3K27ac	Library lysis method_Accessibility	Library lysis method_H3K27ac	Library made from_Accessibility	Library made from_H3K27ac	Library size range_Accessibility	Library size range_H3K27ac	Library strand specific_Accessibility	Library strand specific_H3K27ac	Mapped read length_Accessibility	Mapped read length_H3K27ac	Output type	Paired end_Accessibility	Paired end_H3K27ac	Paired with_Accessibility	Paired with_H3K27ac	Platform_Accessibility	Platform_H3K27ac	Project_Accessibility	Project_H3K27ac	RBNS protein concentration_Accessibility	RBNS protein concentration_H3K27ac	Read length_Accessibility	Read length_H3K27ac	Run type_Accessibility	Run type_H3K27ac	Size_Accessibility	Size_H3K27ac	Technical replicate(s)_Accessibility	Technical replicate(s)_H3K27ac	dbxrefs_Accessibility	dbxrefs_H3K27ac	md5sum_Accessibility	md5sum_H3K27ac	s3_uri_Accessibility	s3_uri_H3K27ac	File accession_H3K27ac bam
DNase-seq DNase-seq	ChIP-seq ChIP-seq	0.0	0.0	0.0	0.0	0.0	0.0	low spot score	low read depth, moderate library complexity, inconsistent platforms, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000351	CL:0000351	trophoblast cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF208KAC, ENCFF236MDI, ENCFF430EOP, ENCFF488YOO, ENCFF549HLL	ENCFF710QVF, ENCFF807MUK	ENCSR179CDH	ENCSR425PQI	2013-07-31	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF829GME	ENCFF433JWY	hg19	https://www.encodeproject.org/files/ENCFF829GME/@@download/ENCFF829GME.bam	https://www.encodeproject.org/files/ENCFF433JWY/@@download/ENCFF433JWY.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	2668384133	1220778978	1_1	1_1	0.0	0.0	ace3ee396ce2564cff78817488b9b43e	d1d2a2be015d555a4bd4f13863fef266	s3://encode-public/2017/09/19/c4e8dfa4-3233-4bce-ac80-19988dd78eae/ENCFF829GME.bam	s3://encode-public/2016/12/19/fdc38d44-3dfb-4ec0-bb56-c2441df89068/ENCFF433JWY.bam	ENCFF433JWY
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, inconsistent platforms, low read length, mild to moderate bottlenecking	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000351	CL:0000351	trophoblast cell	0.0	0.0	0.0	primary cell	in vitro differentiated cells	0.0	0.0	ENCFF164WWH, ENCFF206TIR, ENCFF208ADZ, ENCFF317WNK, ENCFF355PVN, ENCFF549HLL, ENCFF778VRG	ENCFF710QVF, ENCFF807MUK	ENCSR121ZSL	ENCSR425PQI	2016-05-09	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF952XFA	ENCFF433JWY	hg19	https://www.encodeproject.org/files/ENCFF952XFA/@@download/ENCFF952XFA.bam	https://www.encodeproject.org/files/ENCFF433JWY/@@download/ENCFF433JWY.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	7384332142	1220778978	2_1	1_1	0.0	0.0	55d4d0a4a5fee2b32f05e2b190ae7dfe	d1d2a2be015d555a4bd4f13863fef266	s3://encode-public/2017/09/12/1fc6a581-b4dc-4caf-8281-23d097f72389/ENCFF952XFA.bam	s3://encode-public/2016/12/19/fdc38d44-3dfb-4ec0-bb56-c2441df89068/ENCFF433JWY.bam	ENCFF433JWY
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, NTR biosample, experiment not submitted to GEO	NTR biosample	0.0	0.0	low spot score	mild to moderate bottlenecking	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF198NDG, ENCFF226OBW, ENCFF549HLL, ENCFF569MQH, ENCFF690YCI, ENCFF795AUA, ENCFF814WXD, ENCFF853IEJ, ENCFF996JWF	ENCFF181EVF, ENCFF785ZLV, ENCFF807MUK, ENCFF860HDF	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	released	released	ENCFF983LXZ	ENCFF520KTX	hg19	https://www.encodeproject.org/files/ENCFF983LXZ/@@download/ENCFF983LXZ.bam	https://www.encodeproject.org/files/ENCFF520KTX/@@download/ENCFF520KTX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	14126441076	2194404496	2_1	1_1	0.0	0.0	cd46f3626ffea84c7f9a4ea473bb8135	945bbaa364a7f43a66cd8dbf1f5a83b1	s3://encode-public/2018/02/23/3816d12f-7dee-49ec-8e37-d864b1c001e0/ENCFF983LXZ.bam	s3://encode-public/2016/11/11/b66876c9-a148-431a-bbd8-2d27c326624b/ENCFF520KTX.bam	ENCFF520KTX
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, NTR biosample, experiment not submitted to GEO	NTR biosample	0.0	0.0	low spot score	mild to moderate bottlenecking	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	NTR:0000711	NTR:0000711	neural progenitor cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF219BIC, ENCFF344WBT, ENCFF412NKG, ENCFF484OQF, ENCFF549HLL	ENCFF181EVF, ENCFF785ZLV, ENCFF807MUK, ENCFF860HDF	ENCSR963ALV	ENCSR449AXO	2016-06-14	2016-06-14	0.0	H3K27ac-human	released	released	ENCFF458DNP	ENCFF520KTX	hg19	https://www.encodeproject.org/files/ENCFF458DNP/@@download/ENCFF458DNP.bam	https://www.encodeproject.org/files/ENCFF520KTX/@@download/ENCFF520KTX.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	76.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11357836092	2194404496	1_1	1_1	0.0	0.0	45202be17c4839bcd6caa956641304b6	945bbaa364a7f43a66cd8dbf1f5a83b1	s3://encode-public/2018/02/23/41aacb00-1b7b-4819-88e0-310a9c0c2c77/ENCFF458DNP.bam	s3://encode-public/2016/11/11/b66876c9-a148-431a-bbd8-2d27c326624b/ENCFF520KTX.bam	ENCFF520KTX
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	experiment not submitted to GEO	0.0	0.0	0.0	0.0	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:1001606	CL:1001606	foreskin keratinocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF008PEH, ENCFF221EVR, ENCFF549HLL	ENCFF097WZJ, ENCFF807MUK, ENCFF995BBI	ENCSR724CND	ENCSR736ZEG	2013-07-31	2017-10-10	0.0	H3K27ac-human	released	released	ENCFF620RNH	ENCFF931ISK	hg19	https://www.encodeproject.org/files/ENCFF620RNH/@@download/ENCFF620RNH.bam	https://www.encodeproject.org/files/ENCFF931ISK/@@download/ENCFF931ISK.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	formaldehyde	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	101.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	Roadmap	GGR	0.0	0.0	0.0	0.0	single-ended	single-ended	2016589352	3757389335	1_1	1_1	0.0	0.0	a856d4f9c42e28ecb3775ac732ea5634	fa54c6fd8a7f7e5b8171e83c9f0f50ce	s3://encode-public/2017/10/03/5ba8dfa2-b065-4ad2-abc5-bfba8c0591a2/ENCFF620RNH.bam	s3://encode-public/2017/01/07/8d7c1708-f7ce-417b-a1a3-888402f451e7/ENCFF931ISK.bam	ENCFF931ISK
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, experiment not submitted to GEO	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000223	CL:0000223	endodermal cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF099UXO, ENCFF282WAV, ENCFF549HLL, ENCFF602VMH, ENCFF667SWK	ENCFF622OAL, ENCFF807MUK, ENCFF878IZP	ENCSR166KPV	ENCSR200ETW	2017-12-13	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF106NQV	ENCFF861XCF	hg19	https://www.encodeproject.org/files/ENCFF106NQV/@@download/ENCFF106NQV.bam	https://www.encodeproject.org/files/ENCFF861XCF/@@download/ENCFF861XCF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	9456933337	1490147881	1_1	1_2	0.0	0.0	8fc26a88f7cbc224f3aaf0d2de667d01	5dec745d9f93d2dc0afdb94229282e4c	s3://encode-public/2017/12/05/0a9e4dc8-eae6-4822-8b9a-ef5624ab08cc/ENCFF106NQV.bam	s3://encode-public/2016/12/19/0f70e3f6-0416-4753-bbad-a6e779c74ce9/ENCFF861XCF.bam	ENCFF861XCF
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, experiment not submitted to GEO	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000223	CL:0000223	endodermal cell	0.0	0.0	0.0	in vitro differentiated cells	in vitro differentiated cells	0.0	0.0	ENCFF097SKE, ENCFF296YPN, ENCFF545TKW, ENCFF549HLL, ENCFF754PQR	ENCFF622OAL, ENCFF807MUK, ENCFF878IZP	ENCSR166KPV	ENCSR200ETW	2017-12-13	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF066OAF	ENCFF861XCF	hg19	https://www.encodeproject.org/files/ENCFF066OAF/@@download/ENCFF066OAF.bam	https://www.encodeproject.org/files/ENCFF861XCF/@@download/ENCFF861XCF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	16730952638	1490147881	2_1	1_2	0.0	0.0	c28e022e5dcf98cf4e756a9eedf174cd	5dec745d9f93d2dc0afdb94229282e4c	s3://encode-public/2017/12/05/64997bd8-1af3-4743-8ddf-bb4c9ad57960/ENCFF066OAF.bam	s3://encode-public/2016/12/19/0f70e3f6-0416-4753-bbad-a6e779c74ce9/ENCFF861XCF.bam	ENCFF861XCF
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF158QNF, ENCFF228UNR, ENCFF530MHI, ENCFF549HLL, ENCFF664OQR, ENCFF781RSJ, ENCFF854OGJ	ENCFF002BES, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	released	released	ENCFF889ZST	ENCFF234AOF	hg19	https://www.encodeproject.org/files/ENCFF889ZST/@@download/ENCFF889ZST.bam	https://www.encodeproject.org/files/ENCFF234AOF/@@download/ENCFF234AOF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	37.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	22956728593	1933484473	1_1	1_1	0.0	0.0	ff9d5e29cc6e2752af7b5bb301b41b09	2d094271f5ca6ccdd879217f935b9b69	s3://encode-public/2017/09/19/0a084756-c413-40be-b794-0c781a71257a/ENCFF889ZST.bam	s3://encode-public/2016/11/15/6bace480-52c3-4153-acee-d66a7ad35dfa/ENCFF234AOF.bam	ENCFF234AOF
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	0.0	0.0	low read depth, moderate library complexity, low read length, mild to moderate bottlenecking	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	EFO:0005719	EFO:0005719	Karpas-422	0.0	0.0	0.0	cell line	cell line	0.0	0.0	ENCFF183MGA, ENCFF229LSI, ENCFF238GLH, ENCFF549HLL, ENCFF838YLF	ENCFF002BES, ENCFF807MUK	ENCSR019JDO	ENCSR660IQS	2015-11-05	2014-07-11	0.0	H3K27ac-human	released	released	ENCFF844SDA	ENCFF234AOF	hg19	https://www.encodeproject.org/files/ENCFF844SDA/@@download/ENCFF844SDA.bam	https://www.encodeproject.org/files/ENCFF234AOF/@@download/ENCFF234AOF.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	37.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11361937362	1933484473	2_1	1_1	0.0	0.0	9e0a37fe30ef9fccde779e7c0fca93e3	2d094271f5ca6ccdd879217f935b9b69	s3://encode-public/2017/09/19/96fccfd7-9e55-400e-980a-a73c4cc12fd3/ENCFF844SDA.bam	s3://encode-public/2016/11/15/6bace480-52c3-4153-acee-d66a7ad35dfa/ENCFF234AOF.bam	ENCFF234AOF
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, mismatched status	0.0	0.0	insufficient read depth	low read depth	low read depth, low read length, inconsistent platforms	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001CEM, ENCFF549HLL	ENCFF000CHH, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF252GUK	ENCFF852LKJ	hg19	https://www.encodeproject.org/files/ENCFF252GUK/@@download/ENCFF252GUK.bam	https://www.encodeproject.org/files/ENCFF852LKJ/@@download/ENCFF852LKJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11659496897	603399632	1_1	2_1	0.0	0.0	ab05567e4f23b5bb5206433ece2bb47b	c8e6d2cdbd1714a45fea4c80c3bdd9eb	s3://encode-public/2017/09/06/2f269f54-1bf3-4d22-8a3a-d50303cc4b4d/ENCFF252GUK.bam	s3://encode-public/2017/04/06/03c72390-43ea-47d6-8def-daefa879e738/ENCFF852LKJ.bam	ENCFF852LKJ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, mismatched status	0.0	0.0	insufficient read depth	low read depth	low read depth, low read length, inconsistent platforms	2	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0000127	CL:0000127	astrocyte	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001EBK, ENCFF549HLL	ENCFF000CHH, ENCFF807MUK	ENCSR000EPM	ENCSR000AOQ	2010-12-16	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF641TMI	ENCFF852LKJ	hg19	https://www.encodeproject.org/files/ENCFF641TMI/@@download/ENCFF641TMI.bam	https://www.encodeproject.org/files/ENCFF852LKJ/@@download/ENCFF852LKJ.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	1406514392	603399632	2_1	2_1	0.0	0.0	5b00da7f11d139881866d08aea09226c	c8e6d2cdbd1714a45fea4c80c3bdd9eb	s3://encode-public/2017/09/06/0c0c53a1-560f-438e-ac8c-f34cb81dbdc8/ENCFF641TMI.bam	s3://encode-public/2017/04/06/03c72390-43ea-47d6-8def-daefa879e738/ENCFF852LKJ.bam	ENCFF852LKJ
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	insufficient read depth	low read depth	moderate library complexity, mild to moderate bottlenecking, low read length, inconsistent platforms	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002551	CL:0002551	fibroblast of dermis	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001CES, ENCFF549HLL	ENCFF000CKG, ENCFF807MUK	ENCSR000EPO	ENCSR000APN	2010-12-14	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF119FKG	ENCFF955HWB	hg19	https://www.encodeproject.org/files/ENCFF119FKG/@@download/ENCFF119FKG.bam	https://www.encodeproject.org/files/ENCFF955HWB/@@download/ENCFF955HWB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	11778212832	1157916494	1_1	1_1	0.0	0.0	1ed313eb8ec125e86775b7617ac9c7e7	e54a3f259de65ceeabe3dc44f67ae3d6	s3://encode-public/2017/09/06/c4348334-0533-4e73-bfbf-b404d4186693/ENCFF119FKG.bam	s3://encode-public/2017/04/04/558d5f98-7661-4c82-b095-41e1034fdd2f/ENCFF955HWB.bam	ENCFF955HWB
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status	0.0	0.0	insufficient read depth	low read depth	moderate library complexity, mild to moderate bottlenecking, low read length, inconsistent platforms	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	CL:0002551	CL:0002551	fibroblast of dermis	0.0	0.0	0.0	primary cell	primary cell	0.0	0.0	ENCFF001ECD, ENCFF549HLL	ENCFF000CKG, ENCFF807MUK	ENCSR000EPO	ENCSR000APN	2010-12-14	2011-02-10	0.0	H3K27ac-human	released	released	ENCFF292FET	ENCFF955HWB	hg19	https://www.encodeproject.org/files/ENCFF292FET/@@download/ENCFF292FET.bam	https://www.encodeproject.org/files/ENCFF955HWB/@@download/ENCFF955HWB.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	ENCODE	0.0	0.0	0.0	0.0	single-ended	single-ended	2200441776	1157916494	2_1	1_1	0.0	0.0	b574ff50eb285cdb7e92c9b194d04500	e54a3f259de65ceeabe3dc44f67ae3d6	s3://encode-public/2017/09/06/07088da9-225f-4652-97aa-1225b948b218/ENCFF292FET.bam	s3://encode-public/2017/04/04/558d5f98-7661-4c82-b095-41e1034fdd2f/ENCFF955HWB.bam	ENCFF955HWB
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, experiment not submitted to GEO	0.0	0.0	insufficient read depth	low spot score	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002080	UBERON:0002080	heart right ventricle	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF002FGF, ENCFF535UWJ, ENCFF549HLL, ENCFF663DGQ, ENCFF670DLJ, ENCFF758COH, ENCFF888HCI	ENCFF141ZLN, ENCFF807MUK	ENCSR746RDJ	ENCSR028NXO	2017-10-02	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF837KUH	ENCFF251DKD	hg19	https://www.encodeproject.org/files/ENCFF837KUH/@@download/ENCFF837KUH.bam	https://www.encodeproject.org/files/ENCFF251DKD/@@download/ENCFF251DKD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	10916051407	1051059148	1_1	1_1	0.0	0.0	cabe7a47b281c2aaf28bc7b2c0758014	f96b1d1b51bfca978ea0b9eeee5afc99	s3://encode-public/2017/09/19/fca86a7f-3708-40f4-9d2d-f3c1e528ac16/ENCFF837KUH.bam	s3://encode-public/2017/03/16/b5a0d0bb-3c5f-453a-87a2-9714b688a7a5/ENCFF251DKD.bam	ENCFF251DKD
DNase-seq DNase-seq	ChIP-seq ChIP-seq	file validation error	0.0	mismatched file status, experiment not submitted to GEO	0.0	0.0	insufficient read depth	low spot score	moderate library complexity, mild to moderate bottlenecking, inconsistent platforms	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Homo sapiens	UBERON:0002080	UBERON:0002080	heart right ventricle	0.0	0.0	0.0	tissue	tissue	0.0	0.0	ENCFF023NTS, ENCFF032CNY, ENCFF278MXV, ENCFF451JKP, ENCFF549HLL, ENCFF561WTR, ENCFF689CSS, ENCFF832WAW, ENCFF878QTI	ENCFF141ZLN, ENCFF807MUK	ENCSR746RDJ	ENCSR028NXO	2017-10-02	2013-07-31	0.0	H3K27ac-human	released	released	ENCFF429STS	ENCFF251DKD	hg19	https://www.encodeproject.org/files/ENCFF429STS/@@download/ENCFF429STS.bam	https://www.encodeproject.org/files/ENCFF251DKD/@@download/ENCFF251DKD.bam	bam	0.0	0.0	bam	0.0	ENCODE Processing Pipeline	ENCODE Processing Pipeline	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	DNA	DNA	0.0	0.0	0.0	0.0	0.0	36.0	unfiltered alignments	0.0	0.0	0.0	0.0	0.0	0.0	ENCODE	Roadmap	0.0	0.0	0.0	0.0	single-ended	single-ended	14540859841	1051059148	2_1	1_1	0.0	0.0	822e3ea8ee98b10b3ca70f21aa2b47b4	f96b1d1b51bfca978ea0b9eeee5afc99	s3://encode-public/2017/09/19/f42b54ac-2f5a-4a08-9c0a-d6700d13ecd2/ENCFF429STS.bam	s3://encode-public/2017/03/16/b5a0d0bb-3c5f-453a-87a2-9714b688a7a5/ENCFF251DKD.bam	ENCFF251DKD
